,Unnamed: 0,USER,DataOra,S1Q01,S1Q018_AL,S1Q02,S1Q03,S1Q04,S1Q05,S1Q051_AL,S1Q061,S1Q06_P1,S1Q062,S1Q06_P2,S1Q063,S1Q06_P3,S1Q065,S1Q06_P5,S1Q067,S1Q06_P7,S1Q071,S1Q072,S1Q081,S1Q082,S1Q09_a,S1Q09_b,S2Q01_a_201501,S2Q01_a_201801,S2Q01_a_201502,S2Q01_a_201802,S2Q01_a_201503,S2Q01_a_201803,S2Q01_a_201504,S2Q01_a_201804,S2Q01_a_201505,S2Q01_a_201805,S2Q01_a_201506,S2Q01_a_201806,S2Q01_a_201507,S2Q01_a_201807,S2Q01_a_201508,S2Q01_a_201808,S2Q01_a_201509,S2Q01_a_201809,S2Q01_a_201510,S2Q01_a_201810,S2Q01_b_201511,S2Q01_b_201811,S2Q01_b_201512,S2Q01_b_201812,S2Q01_b_201513,S2Q01_b_201813,S2Q01_b_201514,S2Q01_b_201814,S2Q01_b_201515,S2Q01_b_201815,S2Q01_b_201516,S2Q01_b_201816,S2Q01_b_201517,S2Q01_b_201817,S2Q01_b_201518,S2Q01_b_201818,S2Q01_b_201519,S2Q01_b_201819,S2Q02_01,S2Q02_02,S2Q02_03,S2Q02_04,S2Q02_05,S2Q02_06,S2Q02_07,S2Q02_08,S2Q02_09,S2Q02_10,S2Q02_11,S3Q01_20151,S3Q01_20181,S3Q01_20152,S3Q01_20182,S3Q02_01,S3Q02_02,S3Q02_03,S3Q02_04,S3Q02_05,S3Q02_06,S3Q02_07,S3Q02_08,S3Q02_09,S3Q02_10,S3Q031,S3Q032,S3Q033,S3Q034,S3Q035,S3Q036,S3Q037,S3Q038,S3Q039,S3Q0310,S3Q0311,S3Q0311_AL,S4Q01,S4Q011_AL,S4Q021,S4Q022,S4Q023,S4Q024,S4Q025,S4Q026,S4Q031,S4Q032,S4Q033,S4Q034,S4Q034_AL,S4Q035,S4Q035_AL,S4Q041,S4Q042,S4Q043,S4Q044,S4Q045,S4Q046,S4Q047,S4Q047_AL,S4Q048,S4Q048_AL,S4Q051,S4Q052,S4Q053,S4Q054,S4Q055,S4Q055_AL,S4Q061,S4Q062,S4Q063,S4Q064,S4Q065,S4Q066,S4Q067,S4Q068,S4Q069,S4Q0610,S4Q0611,S4Q0612,S4Q0612_AL,S4Q06_mm,S4Q071,S4Q072,S4Q073,S4Q074,S4Q075,S4Q076,S4Q076_AL,S4Q08,S5Q0101,S5Q0110,S5Q0102,S5Q0103,S5Q0104,S5Q0111,S5Q0105,S5Q0106,S5Q0107,S5Q0109,S5Q0108,S5Q0108_AL,S5Q02,S5Q021_AL,S5Q022_AL,S5Q03,S5Q035_AL,S5Q04,S5Q05_a01,S5Q05_a02,S5Q05_a03,S5Q05_a04,S5Q05_a05,S5Q05_a06,S5Q05_a24,S5Q05_a07,S5Q05_a08,S5Q05_a09,S5Q05_a10,S5Q05_a11,S5Q05_a12,S5Q05_b13,S5Q05_b14,S5Q05_b15,S5Q05_b16,S5Q05_b17,S5Q05_b18,S5Q05_b19,S5Q05_b20,S5Q05_b21,S5Q05_b22,S5Q05_b23_AL,S5Q05_b23,OSSERVAZIONI,TIPOLOGIA_QUE
128,128,P116899,03/12/2019 15:17,1,0,TA,San Giorgio Ionico,1998,1,1998,2,127.7787826,2,-0.953237457,2,179.5828297,2,125.9773282,2,106.025026,12,4,90,10,1.28672E+14,2,2,2,2,2,2,2,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,2,2,2,2,2,3,1,1,1,1,3,2,3,3,3,4,4,4,4,4,3,3,3,3,3,4,4,3,5,3,3,4,3,3,4,78.07748911,84.65329721,3,4,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,165.6927567,189.671157,4,11,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,Lombardia,0,1,0,3,2,3,2,3,3,2,4,4,4,3,2,2,4,3,3,3,2,3,3,1,1,1,2,0,221.6395572,0,2
129,129,P116929,03/20/2019 08:17:27,2,0,BR,San Pancrazio Salentino,2016,0,336.9421213,2,127.7787826,2,-0.953237457,2,179.5828297,2,125.9773282,1,106.025026,3,2,70,30,1.28672E+14,1,2,3,4,4,5,5,2,4,2,4,2,4,3,5,2,5,1,3,1,3,1,1,2,4,2,4,1,3,1,3,1,4,1,3,1,1,1,1,4,3,3,4,3,3,5,5,5,3,3,1,3,1,3,5,4,5,5,5,4,4,4,5,5,78.07748911,84.65329721,175.735467,9.395216591,36.80782256,6,7,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,1,104.3478388,165.6927567,189.671157,4,147.3843982,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,Nord ,0,4,0,3,3,3,3,5,5,4,5,5,5,5,4,4,5,5,5,4,4,4,4,4,2,2,2,0,221.6395572,Troppo specifico dal punto di vista economico ,6
130,130,P116944,03/13/2019 15:41:26,2,0,BA,Bari,2016,1,2017,2,127.7787826,2,-0.953237457,2,179.5828297,2,125.9773282,2,106.025026,1,678.6457537,90,10,1.28672E+14,1,1,3,1,2,1,4,1,4,1,4,1,4,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,4,1,1,1,1,1,1,1,1,3,3,3,2,3,3,4,4,3,3,1,1,3,1,3,4,1,5,4,4,3,2,1,1,1,78.07748911,84.65329721,3,4,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,1,104.3478388,165.6927567,189.671157,11.64971705,147.3843982,5,253.6900359,6.716038257,231.4461684,50.50409332,0,1,Campania ,0,1,0,3,2,3,3,4,4,4,5,5,5,3,3,2,5,5,5,5,3,3,3,2,3,3,4,0,221.6395572,0,4
131,131,P116983,03/18/2019 21:18:02,1,0,BA,Bari,2018,1,2018,1,30,1,30,2,179.5828297,2,125.9773282,1,30,1,1,40,60,1.28672E+14,1,1,2,2,2,1,4,1,4,1,3,1,4,1,5,1,4,1,4,1,3,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,3,3,3,3,3,3,4,1,3,1,3,3,3,3,5,5,3,3,3,3,3,78.07748911,2,175.735467,4,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,1,40000,35,35,15,5,10,29.74889421,1,2,115.0316019,160.548363,0,214.7400769,0,1,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,2,3,212.0578041,191.867707,0,48.83371914,2,108.8587729,216.7893176,5,6,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,4,1,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,1,104.3478388,165.6927567,189.671157,4,147.3843982,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,2,0,Polonia,2,0,2,5,3,3,2,4,3,4,5,4,5,3,3,4,5,3,4,4,4,4,3,2,2,2,0,221.6395572,0,4
132,132,P117020,03/18/2019 19:23:42,2,0,BR,San Vito dei Normanni,2017,1,2017,1,30,7.132565819,-0.953237457,2,0,1,30,38.70258053,106.025026,0,678.6457537,50,50,1.28672E+14,1,1,1,1,1,5,5,2,2,3,3,1,1,5,5,3,3,2,2,5,5,5,5,1,1,3,2,5,5,1,1,1,1,1,1,1,1,1,1,2,3,4,2,3,4,4,1,1,2,1,3,4,3,4,5,5,5,5,4,5,5,4,5,5,78.07748911,84.65329721,175.735467,4,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,1,641168.2937,100,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,1,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,2,189.671157,11.64971705,147.3843982,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,2,0,BELGIO,3,0,3,3,4,4,5,5,3,5,5,3,3,5,3,5,5,5,3,5,4,5,1,4,5,2,0,221.6395572,0,11
133,133,P117040,03/11/2019 10:26,2,0,TA,Martina Franca,2016,1,2016,2,0,2,-0.953237457,2,179.5828297,2,125.9773282,2,0,2,0,50,50,1.28672E+14,1,1,2,1,4,1,5,1,4,1,5,1,5,1,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,5,4,4,4,5,1,3,1,3,5,4,5,5,4,5,3,3,4,5,1,2,175.735467,9.395216591,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,165.6927567,3,11.64971705,147.3843982,5,253.6900359,6.716038257,231.4461684,50.50409332,0,2,0,"Germania, UK",2,0,3,3,3,2,3,5,5,5,4,4,4,4,4,5,5,5,5,5,4,4,5,4,4,3,0,221.6395572,0,4
134,134,P117054,03/14/2019 18:58:10,8,Bed and Breakfast,BR,Brindisi,2016,1,2016,2,127.7787826,2,-0.953237457,2,179.5828297,2,125.9773282,2,106.025026,1,0,30,70,1.28672E+14,1,4,4,3,3,4,4,3,3,3,3,3,3,5,5,5,5,3,3,3,3,5,5,2,2,3,3,3,3,4,4,3,3,3,3,2,2,2,2,3,3,3,3,2,2,4,4,3,2,2,3,3,3,3,4,5,3,4,4,4,4,3,3,3,78.07748911,2,175.735467,4,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,1,5000,100,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,1,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,165.6927567,189.671157,4,11,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,2,0,Francia,2,0,2,1,1,2,3,3,1,4,4,3,4,2,2,3,4,4,4,2,4,3,2,2,2,2,0,221.6395572,0,4
135,135,P117059,03/19/2019 18:03:18,2,0,FG,Mattinata,2013,0,336.9421213,2,127.7787826,2,-0.953237457,2,179.5828297,1,20,1,15,0,0,75,25,1.28672E+14,1,1,4,1,2,1,2,1,4,1,2,1,4,1,5,1,5,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,3,5,5,5,4,4,1,1,3,1,3,3,5,3,5,5,4,1,1,5,5,1,2,175.735467,9.395216591,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,1,5000,70,0,15,15,0,0,1,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,1,2,147.4085156,212.0578041,191.867707,0,1,153.9813491,108.8587729,216.7893176,5,6,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,1,104.3478388,165.6927567,3,11.64971705,147.3843982,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,Puglia,0,2,0,3,3,1,3,3,4,1,3,4,4,4,2,2,4,1,5,4,4,2,1,2,4,4,1,0,221.6395572,0,4
136,136,P117085,03/11/2019 21:35,1,0,LE,Maglie,2016,0,336.9421213,1,5,2,-0.953237457,2,179.5828297,2,125.9773282,2,106.025026,8,6,80,20,1.28672E+14,4,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,4,4,3,4,3,3,4,3,3,2,1,84.65329721,175.735467,9.395216591,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,1,104.3478388,2,189.671157,11.64971705,147.3843982,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,puglia,0,1,0,2,2,2,2,3,4,3,3,2,2,2,3,2,3,4,4,2,3,3,2,2,2,2,1,0,221.6395572,0,2
137,137,P117137,03/20/2019 18:00:18,1,0,LE,Guagnano,2007,0,336.9421213,2,127.7787826,2,-0.953237457,2,179.5828297,2,125.9773282,2,106.025026,1,678.6457537,100,82.63363467,1.28672E+14,1,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,5,3,3,3,3,3,3,1,1,5,5,5,5,1,1,3,3,3,3,1,1,1,1,4,4,1,2,3,3,4,4,4,5,2,2,4,4,4,3,4,4,5,5,5,5,5,5,5,1,84.65329721,175.735467,4,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,165.6927567,189.671157,11.64971705,11,5,253.6900359,6.716038257,231.4461684,50.50409332,0,1,VENETO,0,3,0,3,2,2,1,1,4,4,5,4,4,3,5,5,5,5,5,5,5,5,5,2,2,2,1,0,221.6395572,0,4
138,138,P117226,03/05/2019 18:04,2,0,LE,Alliste,1030.192791,0.398269891,336.9421213,3,-18,2,-0.953237457,2,179.5828297,1,10,38.70258053,106.025026,2,1,60,40,47000,1,4,4,4,3,3,5,5,3,1,4,3,4,5,3,3,5,1,5,1,3,1,5,1,1,3,4,2,3,3,1,1,1,1,4,1,1,1,1,5,3,4,4,5,4,5,5,5,5,4,4,4,3,3,5,5,4,4,5,4,5,5,4,3,78.07748911,2,175.735467,9.395216591,5,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,1,30000,15,80,5,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,4,porticati in legno per area colazioni,5,imboschimento e cura del verde,80.53574506,2,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,1,2,147.4085156,4,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,2,189.671157,4,147.3843982,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,veneto,0,2,0,3,5,3,5,5,3,4,3,4,3,4,4,4,4,2,3,4,2,2,1,1,3,3,1,0,221.6395572,"La puglia negli ultimi ventanni ha registrato un enorme boom turistico ed economico, grazie anche all'impegno di istituzioni (in primis la regione) che con un approccio davvero innovativo ha portato questi enormi risultati; la congiuntura poi di stati esteri in crisi ha permesso un boom di presenze. Ora per? credo sia d'obbligo una riflessione:1)non indugiare sugli allori come sta avvenendo  anche perchÃž l'estero ha ricominciato a tirare e molto.2)Ricominciare a essere innovativi e competitivi sopratutto sul territorio e affiancare i comuni che sono totalmente assenti da tutto.3) creare una cultura d'impresa in ambito turistico.Purtroppo il turismo qui Ãž fatto da cittadini,non registrati, senza autorizzazioni,quasi tutte in nero, che affitano case vacanze, posti letto e b&b, come secondo o terzo lavoro contando sulla totale assenza dei controlli.Ci? ,oltre a drogare il mercato, Ãž fuori da ogni logica di sviluppo. ",4
139,139,P117255,03/18/2019 23:34:18,2,0,TA,Crispiano,2016,1,2016,2,127.7787826,2,-0.953237457,2,179.5828297,2,125.9773282,2,106.025026,0,0,60,40,2500,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,2,2,5,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,3,2,1,2,5,4,2,1,2,1,2,175.735467,9.395216591,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,1,104.3478388,2,189.671157,11.64971705,147.3843982,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,Lazio ,0,2,0,3,1.781202345,4.596833119,1.441687113,2.476998778,2.844601619,2.095973084,3.552754553,4.031547288,1.387972967,1.470694794,3.828928882,1.345929597,4.940794523,4.074459802,4.351775385,2.89200932,2.261166506,2.691037067,1.589984533,1.206213466,4.786806575,3.923458449,1.908680294,0,221.6395572,0,4
140,140,P117286,03/06/2019 18:50,2,0,LE,Otranto,2013,1,2013,2,127.7787826,2,-0.953237457,2,179.5828297,2,125.9773282,38.70258053,106.025026,2,678.6457537,70,30,1.28672E+14,1,5,5,4,4,4,4,4,4,4,4,2,2,5,5,4,4,2,2,4,4,5,5,4,4,5,5,5,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,3,3,3,3,5,5,5,5,5,5,5,5,3,5,1,2,175.735467,9.395216591,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,2,189.671157,11.64971705,11,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,campania,0,2,0,2,2,2,3,5,5,4,5,5,5,5,4,4,4,5,4,4,3,3,3,3,4,4,3,0,221.6395572,0,4
141,141,P117349,03/20/2019 15:46:39,2,0,TA,Taranto,2011,1,2011,2,127.7787826,2,-0.953237457,2,179.5828297,2,125.9773282,2,106.025026,2,2,80,20,1.28672E+14,1,3,4,4,4,5,5,4,4,4,4,5,5,4,4,4,4,3,3,4,4,4,4,3,3,4,4,5,5,3,4,3,3,3,3,2,2,1,1,4,3,3,3,3,3,5,4,3,3,3,3,3,3,3,5,4,4,5,3,5,4,4,3,3,1,84.65329721,3,9.395216591,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,1,104.3478388,165.6927567,189.671157,4,147.3843982,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,lazio   lombardia,0,3,0,3,3,3,1,4,4,3,3,4,3,3,3,3,5,5,5,4,3,4,3,1,3,3,3,0,221.6395572,0,4
142,142,P117361,03/11/2019 16:04,1,0,LE,Sannicola,2017,1,2017,2,127.7787826,2,-0.953237457,2,179.5828297,2,125.9773282,2,106.025026,1,678.6457537,75,25,0,1,4,4,5,4,3,3,5,4,3,3,3,3,4,4,5,5,3,3,2,2,5,5,3,3,3,4,3,3,5,3,5,2,4,2,3,3,4,4,4,4,4,4,5,4,5,5,5,4,4,3,3,3,3,4,4,3,4,5,4,5,5,4,4,78.07748911,84.65329721,3,9.395216591,36.80782256,19.469849,9.075586762,160.4412122,0,10,172.3031003,0,1,0,70,5,5,10,10,29.74889421,1,2,3,160.548363,0,214.7400769,0,1,2,5.924985374,4,44.37061779,0,188.8259389,0,111.4056155,0,1,2,3,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,10,132.7621144,0,0,1,1,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,165.6927567,3,11.64971705,147.3843982,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,LOMBARDIA,0,2,0,3,3,4,4,3,4,5,4,4,4,5,5,4,4,3,4,3,4,4,3,5,5,4,4,0,221.6395572,0,1
143,143,P117409,03/11/2019 09:21,1,0,LE,Porto Cesareo,2017,0,336.9421213,2,127.7787826,2,-0.953237457,2,179.5828297,2,125.9773282,2,106.025026,0,0,100,0,6000,1,3,3,3,3,3,2,3,4,3,2,3,2,3,5,3,3,3,3,3,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,4,4,3,5,3,3,4,4,3,3,2,2,1,3,2,4,3,3,2,2,2,2,78.07748911,84.65329721,175.735467,4,36.80782256,19.469849,7,160.4412122,0,235.1311812,172.3031003,0,1,5000,100,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,1,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,40.66882653,104.3478388,165.6927567,189.671157,11.64971705,11,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,lazio,0,3,0,2,2,2,3,2,4,1,5,5,5,4,3,2,5,4,5,5,3,3,4,4,3,2,1,0,221.6395572,0,6
144,144,P117480,03/18/2019 11:04:00,1,0,FG,San Marco in Lamis,2016,0,336.9421213,2,127.7787826,2,-0.953237457,2,179.5828297,2,125.9773282,2,106.025026,5,2,70,30,1.28672E+14,3,2,4,2,4,3,4,2,4,3,5,2,4,3,5,3,4,3,4,3,4,3,4,2,4,3,4,3,5,2,3,3,3,3,3,2,3,2,3,2,2,2,2,3,2,3,3,3,2,2,2,3,2,3,2,4,4,4,4,4,3,3,4,4,78.07748911,2,175.735467,9.395216591,36.80782256,19.469849,9.075586762,160.4412122,0,235.1311812,172.3031003,0,0,641168.2937,128.095663,95.80344885,48.66056477,58.65470552,170.7126313,29.74889421,62.74981592,238.997732,115.0316019,160.548363,0,214.7400769,0,80.53574506,173.2292263,5.924985374,95.77928309,44.37061779,0,188.8259389,0,111.4056155,0,206.1644736,5.001545558,147.4085156,212.0578041,191.867707,0,48.83371914,153.9813491,108.8587729,216.7893176,140.3830503,172.0261263,61.28333068,9.069076014,173.5967113,146.8982401,132.7621144,0,0,230.4481029,216.6214529,106.9751012,115.4601284,173.247844,64.93560874,107.912886,0,0,1,104.3478388,165.6927567,189.671157,11.64971705,11,73.74757201,253.6900359,6.716038257,231.4461684,50.50409332,0,1,puglia,0,2,0,2,3,3,3,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,3,0,221.6395572,0,2
